customer_id,signup_date,last_login_date,tenure_months,contract,plan,region,monthly_charges,support_tickets,churn,data_source,account_note
CUST-001817,2024-12-08,2026-04-29,18,One year,Premium,South,91.69,2,Yes,billing_system_v2,note-823
CUST-001885,2025-06-06,2026-04-28,12,Month-to-month,Basic,East,40.2,1,Yes,billing_system_v2,note-814
CUST-003193,2025-05-07,2026-05-31,13,Month-to-month,Premium,North,84.62,0,No,billing_system_v2,note-2811
CUST-002131,2020-08-31,2026-05-20,70,Month-to-month,Standard,East,,1,No,billing_system_v2,note-1471
CUST-003520,2021-07-27,2026-05-07,59,One year,Premium,North,50.05,2,No,billing_system_v2,note-2623
CUST-001479,2024-01-13,2026-05-04,29,Month-to-month,Standard,South,92.21,1,Yes,billing_system_v2,note-2697
CUST-002051,2024-09-09,2026-05-28,21,One year,Standard,Central,16.19,1,No,billing_system_v2,note-4826
CUST-002628,2022-10-20,2026-05-01,44,Two year,Premium,South,100.97,3,Yes,billing_system_v2,note-197
CUST-001745,2020-08-31,2026-06-01,70,One year,,East,90.55,2,No,billing_system_v2,note-764
CUST-004935,2022-12-19,2026-05-14,42,Month-to-month,Standard,North,50.17,1,Yes,billing_system_v2,note-1187
CUST-001388,2021-02-27,2026-05-02,64,Month-to-month,Standard,West,105.78,3,Yes,billing_system_v2,note-4358
CUST-004069,2025-11-03,2026-05-19,7,Month-to-month,Basic,Central,33.61,2,No,billing_system_v2,note-1668
CUST-002230,2022-09-20,2026-05-08,45,Month-to-month,Premium,North,79.55,2,Yes,billing_system_v2,note-4611
CUST-004891,2023-01-18,2026-05-20,41,Month-to-month,Standard,East,44.43,2,No,billing_system_v2,note-3204
CUST-003299,2021-09-25,2026-04-22,57,Month-to-month,Basic,East,91.71,0,No,billing_system_v2,note-901
CUST-002353,2023-09-15,2026-04-30,33,One year,Standard,South,59.35,1,No,billing_system_v2,note-1849
CUST-001670,2021-12-24,2026-05-13,54,One year,Basic,North,98.17,1,No,billing_system_v2,note-440
CUST-003201,2021-01-28,2026-05-21,65,Month-to-month,Basic,East,48.85,1,No,billing_system_v2,note-2092
CUST-002507,2022-10-20,2026-05-15,44,Two year,Basic,North,24.45,1,Yes,billing_system_v2,note-3008
CUST-002783,2021-06-27,2026-05-31,60,One year,Premium,East,62.21,2,No,billing_system_v2,note-694
CUST-003198,2020-08-31,2026-05-14,70,Month-to-month,Basic,West,98.24,1,No,billing_system_v2,note-3103
CUST-000806,2023-03-19,2026-05-20,39,Month-to-month,Premium,East,34.87,2,Yes,billing_system_v2,note-4790
CUST-003296,2025-03-08,2026-05-04,15,One year,Basic,,84.59,1,Yes,billing_system_v2,note-2282
CUST-004016,2024-11-08,2026-05-18,19,Month-to-month,Basic,North,63.09,1,Yes,billing_system_v2,note-4234
CUST-001872,2022-11-19,2026-05-10,43,Month-to-month,Basic,West,46.31,2,No,billing_system_v2,note-1957
CUST-002750,2025-01-07,2026-05-28,17,Month-to-month,Basic,North,71.78,1,Yes,billing_system_v2,note-1687
CUST-002437,2022-06-22,2026-04-04,48,Month-to-month,Standard,West,63.04,0,Yes,billing_system_v2,note-3479
CUST-001294,2020-10-30,2026-05-28,68,Month-to-month,Basic,West,30.31,1,No,billing_system_v2,note-4416
CUST-000420,2020-12-29,2026-06-01,66,Month-to-month,Premium,South,82.75,0,No,billing_system_v2,note-3767
CUST-002136,2023-03-19,2026-05-12,39,Month-to-month,Basic,North,73.72,3,Yes,billing_system_v2,note-1748
CUST-000468,2025-05-07,2026-05-29,13,One year,Standard,Central,78.93,3,Yes,billing_system_v2,note-4428
CUST-001933,2020-10-30,2026-04-12,68,Month-to-month,Premium,West,36.89,2,No,billing_system_v2,note-3256
CUST-004034,2023-12-14,2026-05-18,30,Month-to-month,Basic,Central,64.61,0,No,billing_system_v2,note-4672
CUST-002209,2025-09-04,2026-05-08,9,Month-to-month,Premium,North,67.9,1,Yes,billing_system_v2,note-3712
CUST-001448,2022-01-23,2026-05-28,53,One year,Premium,East,85.69,2,No,billing_system_v2,note-4061
CUST-003852,2025-11-03,2026-05-25,7,Month-to-month,Standard,South,94.51,5,Yes,billing_system_v2,note-482
CUST-000994,2023-04-18,2026-05-30,38,One year,Premium,East,119.56,3,Yes,billing_system_v2,note-4965
CUST-000150,2021-05-28,2026-05-08,61,One year,Standard,South,100.95,1,No,billing_system_v2,note-614
CUST-003325,2021-10-25,2026-05-07,56,Month-to-month,Basic,North,84.63,2,No,billing_system_v2,note-1302
CUST-001065,2024-03-13,2026-05-29,27,One year,Premium,East,35.15,1,No,billing_system_v2,note-3634
CUST-004988,2020-11-29,2026-05-29,67,Month-to-month,Basic,South,45.48,1,No,billing_system_v2,note-3299
CUST-002475,2023-12-14,2026-05-29,30,One year,Standard,East,90.7,2,No,billing_system_v2,note-4630
CUST-003589,2021-01-28,2026-05-24,65,Month-to-month,Basic,South,54.1,1,No,billing_system_v2,note-1013
CUST-002722,2025-10-04,2026-05-12,8,Two year,Standard,North,95.41,2,No,billing_system_v2,note-3812
CUST-003775,2025-05-07,2026-04-19,13,Month-to-month,Premium,North,62.1,1,Yes,billing_system_v2,note-2307
CUST-000902,2025-03-08,2026-05-21,15,Month-to-month,Standard,Central,,1,Yes,billing_system_v2,note-4769
CUST-000875,2023-06-17,2026-05-29,36,Month-to-month,Basic,North,62.17,0,No,billing_system_v2,note-3136
CUST-003226,2023-01-18,2026-04-01,41,Month-to-month,Basic,,70.71,0,No,billing_system_v2,note-2977
CUST-004356,2020-09-30,2026-05-13,69,Month-to-month,Basic,South,66.92,1,No,billing_system_v2,note-4620
CUST-003631,2023-03-19,2026-03-03,39,Month-to-month,Standard,West,47.64,1,Yes,billing_system_v2,note-3183
CUST-001938,2020-09-30,2026-05-08,69,Month-to-month,Premium,South,,0,No,billing_system_v2,note-4951
CUST-002016,2024-01-13,2026-03-12,29,Month-to-month,Premium,South,97.16,1,No,billing_system_v2,note-2225
CUST-000465,2020-09-30,2026-05-13,69,Two year,Basic,Central,117.2,1,No,billing_system_v2,note-1807
CUST-002324,2022-01-23,2026-05-17,53,Month-to-month,Basic,Central,75.0,2,No,billing_system_v2,note-4782
CUST-004019,2022-05-23,2026-04-19,49,One year,Standard,Central,39.11,1,No,billing_system_v2,note-3344
CUST-000283,2023-07-17,2026-05-19,35,Two year,Standard,South,38.39,1,No,billing_system_v2,note-3385
CUST-000555,2023-06-17,2026-05-21,36,Month-to-month,Basic,,87.19,1,No,billing_system_v2,note-4997
CUST-004572,2023-07-17,2026-05-23,35,Month-to-month,Basic,South,49.82,2,Yes,billing_system_v2,note-2314
CUST-002772,2025-04-07,2026-05-26,14,One year,Standard,North,92.1,3,Yes,billing_system_v2,note-3617
CUST-002424,2024-05-12,2026-04-25,25,Month-to-month,Basic,West,40.31,1,No,billing_system_v2,note-2857
CUST-000461,2025-08-05,2026-05-03,10,Two year,Standard,East,,4,Yes,billing_system_v2,note-3893
CUST-002469,2025-03-08,2026-05-25,15,Month-to-month,Basic,East,72.56,1,No,billing_system_v2,note-4045
CUST-001630,2023-01-18,2026-05-18,41,Month-to-month,Basic,North,15.0,3,Yes,billing_system_v2,note-157
CUST-001762,2026-06-01,2026-05-25,0,One year,Basic,West,98.05,1,No,billing_system_v2,note-1847
CUST-001143,2021-06-27,2026-05-26,60,One year,Premium,East,56.32,1,No,billing_system_v2,note-686
CUST-003538,2023-04-18,2026-05-21,38,Month-to-month,Premium,North,15.0,4,No,billing_system_v2,note-3354
CUST-003488,2023-11-14,2026-04-20,31,Month-to-month,Basic,West,30.39,0,No,billing_system_v2,note-3200
CUST-001522,2025-05-07,2026-05-29,13,Month-to-month,Standard,East,54.55,1,No,billing_system_v2,note-1764
CUST-004752,2021-08-26,2026-05-30,58,Month-to-month,Premium,Central,44.7,0,No,billing_system_v2,note-4262
CUST-001011,2021-09-25,2026-05-26,57,Month-to-month,Standard,East,46.42,3,No,billing_system_v2,note-842
CUST-001367,2023-10-15,2026-05-09,32,Month-to-month,Standard,North,63.86,0,No,billing_system_v2,note-2961
CUST-003353,2022-02-22,2026-05-30,52,Month-to-month,Basic,East,,3,No,billing_system_v2,note-4247
CUST-000474,2022-09-20,2026-05-15,45,Month-to-month,Basic,,51.95,8,Yes,billing_system_v2,note-3780
CUST-000422,2021-11-24,2026-05-11,55,One year,Basic,West,71.61,0,No,billing_system_v2,note-2571
CUST-000185,2023-10-15,2026-04-20,32,One year,Basic,South,45.34,2,Yes,billing_system_v2,note-2744
CUST-001694,2025-07-06,2026-05-12,11,Two year,Basic,South,66.35,2,Yes,billing_system_v2,note-1635
CUST-001306,2024-12-08,2026-05-23,18,Month-to-month,Premium,West,65.55,0,Yes,billing_system_v2,note-2836
CUST-002734,2023-10-15,2026-05-07,32,Month-to-month,Standard,East,53.27,1,No,billing_system_v2,note-1194
CUST-001225,2020-09-30,2026-05-30,69,One year,Premium,South,83.17,1,No,billing_system_v2,note-150
CUST-003510,2020-09-30,2026-05-18,69,Two year,Premium,East,47.21,1,Yes,billing_system_v2,note-4600
CUST-002416,2022-10-20,2026-05-27,44,Month-to-month,Basic,,86.66,2,No,billing_system_v2,note-1048
CUST-001311,2024-05-12,2026-05-27,25,Two year,Standard,South,38.2,1,No,billing_system_v2,note-1005
CUST-001504,2022-11-19,2026-05-05,43,One year,Basic,West,51.83,4,No,billing_system_v2,note-1789
CUST-000023,2020-12-29,2026-05-17,66,Month-to-month,Basic,East,70.4,0,No,billing_system_v2,note-44
CUST-003426,2023-08-16,2026-04-22,34,One year,Standard,East,74.44,2,Yes,billing_system_v2,note-3170
CUST-003126,2021-07-27,2026-05-17,59,One year,Premium,North,30.9,0,No,billing_system_v2,note-4837
CUST-001956,2023-04-18,2026-05-27,38,Month-to-month,Standard,North,52.86,0,No,billing_system_v2,note-2928
CUST-000548,2023-05-18,2026-03-17,37,Month-to-month,Premium,North,57.87,1,Yes,billing_system_v2,note-268
CUST-002450,2021-06-27,2026-05-20,60,Month-to-month,Standard,Central,85.37,1,No,billing_system_v2,note-2702
CUST-002742,2023-06-17,2026-05-28,36,Two year,Basic,South,72.75,0,No,billing_system_v2,note-841
CUST-001207,2022-03-24,2026-05-30,51,Month-to-month,Basic,Central,87.98,2,No,billing_system_v2,note-3624
CUST-002248,2025-07-06,2026-05-26,11,Month-to-month,Standard,West,66.97,1,Yes,billing_system_v2,note-3145
CUST-004027,2023-11-14,2026-05-22,31,Month-to-month,Standard,North,44.91,1,No,billing_system_v2,note-1437
CUST-001631,2021-02-27,2026-04-28,64,Two year,Standard,North,57.98,0,No,billing_system_v2,note-1327
CUST-004628,2021-12-24,2026-05-10,54,One year,Basic,East,99.53,1,No,billing_system_v2,note-4375
CUST-000984,2022-12-19,2026-04-07,42,One year,Basic,Central,29.87,5,Yes,billing_system_v2,note-1274
CUST-000945,2025-10-04,2026-05-24,8,Two year,Premium,East,26.83,2,Yes,billing_system_v2,note-1927
CUST-000389,2025-07-06,2026-04-13,11,Month-to-month,Basic,West,67.31,0,No,billing_system_v2,note-3650
CUST-000107,2022-07-22,2026-05-25,47,One year,Premium,East,17.87,0,No,billing_system_v2,note-1974
CUST-001610,2021-11-24,2026-05-25,55,One year,Basic,North,91.65,1,No,billing_system_v2,note-1180
CUST-003155,2021-05-28,2026-05-01,61,Month-to-month,Standard,East,103.55,0,No,billing_system_v2,note-3325
CUST-002021,2022-07-22,2026-05-27,47,Month-to-month,Premium,East,62.13,1,No,billing_system_v2,note-1278
CUST-004434,2022-12-19,2026-04-29,42,Month-to-month,Basic,North,27.35,2,No,billing_system_v2,note-2028
CUST-002360,2022-08-21,2026-05-31,46,Month-to-month,Basic,Central,119.42,0,Yes,billing_system_v2,note-3067
CUST-000475,2021-10-25,2026-06-01,56,Two year,Standard,North,75.61,4,No,billing_system_v2,note-3616
CUST-002986,2022-01-23,2026-05-24,53,Two year,Standard,West,42.84,0,No,billing_system_v2,note-387
CUST-004204,2024-09-09,2026-05-16,21,Month-to-month,Basic,East,90.49,1,Yes,billing_system_v2,note-57
CUST-003383,2021-01-28,2026-05-22,65,One year,Basic,Central,56.53,1,No,billing_system_v2,note-2372
CUST-004951,2026-03-03,2026-06-01,3,Month-to-month,Basic,West,92.69,0,No,billing_system_v2,note-4422
CUST-002687,2023-02-17,2026-05-25,40,One year,Premium,East,35.82,1,No,billing_system_v2,note-4039
CUST-003971,2020-12-29,2026-05-23,66,One year,Standard,South,66.44,2,No,billing_system_v2,note-4134
CUST-002784,2021-01-28,2026-05-29,65,One year,Standard,Central,91.7,1,No,billing_system_v2,note-3196
CUST-003225,2021-11-24,2026-05-11,55,Month-to-month,Basic,West,79.65,2,No,billing_system_v2,note-4319
CUST-001900,2023-04-18,2026-04-28,38,Month-to-month,Premium,East,47.66,3,No,billing_system_v2,note-3670
CUST-000112,2023-02-17,2026-05-14,40,Two year,Basic,North,105.88,0,No,billing_system_v2,note-1241
CUST-003171,2020-11-29,2026-05-26,67,Month-to-month,Premium,West,67.43,0,No,billing_system_v2,note-4348
CUST-003412,2025-03-08,2026-05-27,15,Two year,Basic,East,98.42,1,No,billing_system_v2,note-3164
CUST-003174,2020-08-01,2026-05-25,71,Month-to-month,Premium,East,133.37,0,No,billing_system_v2,note-2224
CUST-000145,2021-05-28,2026-05-06,61,Month-to-month,Standard,West,123.97,5,Yes,billing_system_v2,note-3474
CUST-004734,2021-07-27,2026-04-29,59,Month-to-month,Standard,East,65.24,2,No,billing_system_v2,note-3282
CUST-000771,2020-08-01,2026-05-03,71,One year,Standard,South,100.21,3,No,billing_system_v2,note-2419
CUST-001257,2023-03-19,2026-05-26,39,Two year,Standard,West,50.47,3,No,billing_system_v2,note-932
CUST-003386,2021-11-24,2026-05-29,55,Month-to-month,Standard,West,75.06,0,Yes,billing_system_v2,note-3145
CUST-001414,2022-12-19,2026-05-24,42,Month-to-month,Standard,West,39.63,2,Yes,billing_system_v2,note-3669
CUST-004111,2023-08-16,2026-05-19,34,Month-to-month,Basic,North,64.09,3,No,billing_system_v2,note-3382
CUST-001965,2022-01-23,2026-03-24,53,One year,Standard,West,66.62,3,Yes,billing_system_v2,note-3978
CUST-004070,2025-12-03,2026-04-10,6,One year,Basic,North,41.32,3,Yes,billing_system_v2,note-374
CUST-002438,2021-06-27,2026-04-03,60,One year,Standard,Central,81.03,1,Yes,billing_system_v2,note-2302
CUST-000408,2020-11-29,2026-05-30,67,Two year,Basic,East,49.45,1,No,billing_system_v2,note-3472
CUST-000788,2023-03-19,2026-05-10,39,Two year,Basic,Central,57.88,0,No,billing_system_v2,note-758
CUST-002930,2025-06-06,2026-04-07,12,Month-to-month,Premium,Central,69.67,2,Yes,billing_system_v2,note-2969
CUST-004900,2024-06-11,2026-05-25,24,Two year,Standard,South,,0,No,billing_system_v2,note-2596
CUST-004443,2023-10-15,2026-05-26,32,Month-to-month,Standard,East,94.85,0,Yes,billing_system_v2,note-239
CUST-002872,2021-08-26,2026-05-09,58,Two year,Basic,South,21.71,5,No,billing_system_v2,note-3232
CUST-000887,2025-05-07,2026-04-26,13,One year,Basic,South,60.06,1,Yes,billing_system_v2,note-1193
CUST-002532,2020-12-29,2026-05-24,66,Month-to-month,Basic,Central,98.17,0,No,billing_system_v2,note-3967
CUST-004466,2021-09-25,2026-05-04,57,One year,Basic,Central,87.13,3,Yes,billing_system_v2,note-217
CUST-000970,2024-09-09,2026-05-11,21,Month-to-month,Basic,South,72.88,1,No,billing_system_v2,note-407
CUST-004398,2026-01-02,2026-05-30,5,Two year,Standard,East,61.81,1,No,billing_system_v2,note-3174
CUST-004941,2023-10-15,2026-05-12,32,Month-to-month,Standard,Central,75.08,1,Yes,billing_system_v2,note-4726
CUST-001099,2023-11-14,2026-05-31,31,Month-to-month,Standard,South,53.77,2,Yes,billing_system_v2,note-1737
CUST-004371,2025-06-06,2026-05-20,12,Two year,Premium,East,68.62,1,No,billing_system_v2,note-1850
CUST-000480,2024-10-09,2026-04-12,20,One year,Standard,North,90.02,1,Yes,billing_system_v2,note-824
CUST-000571,2024-01-13,2026-05-17,29,Month-to-month,Basic,West,96.43,1,No,billing_system_v2,note-2231
CUST-002541,2020-09-30,2026-05-28,69,Month-to-month,Standard,East,76.89,1,No,billing_system_v2,note-289
CUST-000296,2021-05-28,2026-05-28,61,Month-to-month,Premium,West,49.21,2,No,billing_system_v2,note-4134
CUST-004354,2023-08-16,2026-05-19,34,Two year,Basic,East,58.07,0,No,billing_system_v2,note-4047
CUST-003948,2020-09-30,2026-05-13,69,One year,Standard,North,117.86,1,No,billing_system_v2,note-4832
CUST-000554,2020-08-31,2026-05-24,70,Month-to-month,Standard,West,101.23,1,No,billing_system_v2,note-979
CUST-003476,2023-03-19,2026-05-18,39,Two year,Basic,West,137.76,1,No,billing_system_v2,note-3410
CUST-001625,2020-08-01,2026-05-03,71,Month-to-month,Standard,East,,3,No,billing_system_v2,note-1026
CUST-000011,2020-08-31,2026-05-19,70,Month-to-month,Standard,Central,,3,No,billing_system_v2,note-2003
CUST-001328,2022-06-22,2026-05-29,48,One year,Premium,West,97.26,1,No,billing_system_v2,note-808
CUST-003432,2025-04-07,2026-04-22,14,Month-to-month,Basic,South,102.03,4,Yes,billing_system_v2,note-3947
CUST-004773,2020-08-01,2026-05-14,71,Two year,Basic,East,48.12,3,No,billing_system_v2,note-3187
CUST-002904,2022-08-21,2026-06-01,46,Two year,Standard,Central,55.88,0,No,billing_system_v2,note-2050
CUST-001756,2024-05-12,2026-05-28,25,Month-to-month,Premium,West,83.52,2,Yes,billing_system_v2,note-250
CUST-001196,2022-03-24,2026-05-26,51,Two year,Standard,East,67.74,2,Yes,billing_system_v2,note-607
CUST-000489,2022-11-19,2026-05-01,43,Month-to-month,Premium,North,15.0,0,No,billing_system_v2,note-4974
CUST-001413,2021-09-25,2026-05-13,57,Month-to-month,Standard,Central,79.87,3,Yes,billing_system_v2,note-3354
CUST-001779,2022-05-23,2026-04-29,49,Two year,Standard,West,80.47,1,No,billing_system_v2,note-3845
CUST-002443,2025-03-08,2026-04-11,15,Two year,Basic,West,99.48,3,Yes,billing_system_v2,note-2827
CUST-003514,2024-12-08,2026-05-31,18,One year,Premium,North,59.77,3,Yes,billing_system_v2,note-1438
CUST-002080,2021-07-27,2026-04-05,59,One year,Standard,North,64.1,1,No,billing_system_v2,note-4001
CUST-000873,2025-10-04,2026-05-18,8,Month-to-month,Premium,East,89.35,1,Yes,billing_system_v2,note-2503
CUST-004682,2022-04-23,2026-04-11,50,One year,Premium,Central,50.73,1,Yes,billing_system_v2,note-610
CUST-002748,2024-01-13,2026-04-30,29,One year,Premium,South,105.32,0,No,billing_system_v2,note-903
CUST-004619,2021-02-27,2026-01-21,64,One year,Standard,Central,80.97,1,Yes,billing_system_v2,note-1643
CUST-002283,2021-10-25,2026-05-28,56,One year,Premium,North,61.83,2,No,billing_system_v2,note-2271
CUST-004386,2024-12-08,2026-05-17,18,Month-to-month,Premium,North,93.01,1,Yes,billing_system_v2,note-2485
CUST-003821,2026-06-01,2026-05-24,0,Month-to-month,Standard,Central,98.28,2,Yes,billing_system_v2,note-3187
CUST-003616,2026-03-03,2026-05-19,3,One year,Basic,Central,73.89,1,Yes,billing_system_v2,note-1942
CUST-003892,2023-11-14,2026-05-26,31,Month-to-month,Standard,Central,101.39,2,No,billing_system_v2,note-2318
CUST-003860,2023-03-19,2026-05-25,39,One year,Standard,West,25.95,4,No,billing_system_v2,note-1325
CUST-004703,2021-05-28,2026-05-22,61,One year,Basic,Central,80.87,1,No,billing_system_v2,note-3803
CUST-002997,2024-05-12,2026-05-16,25,Month-to-month,Premium,East,68.68,4,Yes,billing_system_v2,note-725
CUST-003850,2022-02-22,2026-05-22,52,One year,Standard,East,38.72,1,No,billing_system_v2,note-95
CUST-002502,2021-12-24,2026-05-10,54,Month-to-month,Basic,South,69.37,2,No,billing_system_v2,note-343
CUST-004153,2020-08-31,2026-05-10,70,One year,Standard,North,101.65,1,No,billing_system_v2,note-113
CUST-000500,2025-10-04,2026-05-25,8,Month-to-month,Standard,North,110.0,2,Yes,billing_system_v2,note-4552
CUST-002851,2024-02-12,2026-05-13,28,Month-to-month,Basic,South,68.95,5,Yes,billing_system_v2,note-1487
CUST-002112,2021-01-28,2026-05-11,65,Month-to-month,Premium,North,89.79,0,Yes,billing_system_v2,note-2340
CUST-000811,2021-03-29,2026-05-26,63,Month-to-month,Standard,West,111.11,1,No,billing_system_v2,note-1868
CUST-003799,2026-03-03,2026-05-26,3,Two year,Basic,North,101.38,2,Yes,billing_system_v2,note-4081
CUST-004789,2022-12-19,2026-04-19,42,One year,Premium,West,99.26,2,No,billing_system_v2,note-151
CUST-001216,2023-06-17,2026-05-21,36,Month-to-month,Standard,West,59.26,1,Yes,billing_system_v2,note-2312
CUST-001291,2021-05-28,2026-05-23,61,Month-to-month,Standard,Central,108.61,0,No,billing_system_v2,note-1856
CUST-004495,2022-09-20,2026-05-11,45,One year,,West,19.42,2,No,billing_system_v2,note-1613
CUST-000931,2022-04-23,2026-05-23,50,Two year,Basic,East,63.02,1,No,billing_system_v2,note-1318
CUST-002695,2024-04-12,2026-05-28,26,Month-to-month,Basic,East,15.0,0,No,billing_system_v2,note-779
